regex,textfsm,ttp
0.005291461944580078,0.00022411346435546875,0.0011951923370361328
0.005421161651611328,0.00028824806213378906,0.0018794536590576172
0.005537271499633789,0.0002224445343017578,0.0011420249938964844
0.0054433345794677734,0.00033020973205566406,0.0010929107666015625
0.005304098129272461,0.00024890899658203125,0.0010902881622314453
0.005626678466796875,0.0002567768096923828,0.0011856555938720703
0.0053980350494384766,0.00034737586975097656,0.0012655258178710938
0.005313396453857422,0.00026226043701171875,0.0013997554779052734
0.005802631378173828,0.0002753734588623047,0.0011439323425292969
0.0053424835205078125,0.00020122528076171875,0.0010173320770263672
0.006215810775756836,0.00035381317138671875,0.0015418529510498047
0.005522012710571289,0.00020813941955566406,0.0012063980102539062
0.0055389404296875,0.00023865699768066406,0.0010957717895507812
0.0053670406341552734,0.0002715587615966797,0.0018467903137207031
0.005362987518310547,0.00024318695068359375,0.001260995864868164
0.005243778228759766,0.0002455711364746094,0.001184701919555664
0.005622386932373047,0.00023365020751953125,0.0010421276092529297
0.005136013031005859,0.00019025802612304688,0.001050710678100586
0.0053331851959228516,0.00023889541625976562,0.0020513534545898438
0.005276679992675781,0.0002593994140625,0.001077413558959961
0.005291938781738281,0.00020837783813476562,0.001184701919555664
0.005680084228515625,0.0003037452697753906,0.0012121200561523438
0.00532841682434082,0.00033736228942871094,0.0011813640594482422
0.005762577056884766,0.0004010200500488281,0.0012652873992919922
0.0053675174713134766,0.0002028942108154297,0.0011670589447021484
0.00573420524597168,0.0003578662872314453,0.0028738975524902344
0.005879640579223633,0.00026869773864746094,0.0011386871337890625
0.005748271942138672,0.00032210350036621094,0.001184701919555664
0.005286216735839844,0.0002536773681640625,0.0014679431915283203
0.005731105804443359,0.00031495094299316406,0.001711130142211914
0.0053904056549072266,0.00025391578674316406,0.0011281967163085938
0.005364179611206055,0.00025200843811035156,0.001741647720336914
0.0053980350494384766,0.0005352497100830078,0.0015096664428710938
0.005611419677734375,0.00027489662170410156,0.001678466796875
0.00646662712097168,0.0005066394805908203,0.00160980224609375
0.006638288497924805,0.00031948089599609375,0.001280069351196289
0.005419731140136719,0.0002536773681640625,0.00121307373046875
